NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	Details ...	54	-0.6158635	-2.423958	0.0	0.0	0.0	3324	tags=52%, list=18%, signal=63%	
GO_MYELOID_CELL_APOPTOTIC_PROCESS	GO_MYELOID_CELL_APOPTOTIC_PROCESS	Details ...	30	-0.6673918	-2.35751	0.0	0.0	0.0	3003	tags=50%, list=17%, signal=60%	
GO_RESPONSE_TO_INTERFERON_GAMMA	GO_RESPONSE_TO_INTERFERON_GAMMA	Details ...	183	-0.4695453	-2.3145132	0.0	5.264824E-4	0.001	4872	tags=51%, list=27%, signal=69%	
GO_CD4_POSITIVE_ALPHA_BETA_T_CELL_CYTOKINE_PRODUCTION	GO_CD4_POSITIVE_ALPHA_BETA_T_CELL_CYTOKINE_PRODUCTION	Details ...	16	-0.7707584	-2.3077157	0.0	7.870145E-4	0.002	2126	tags=50%, list=12%, signal=57%	
GO_DEFENSE_RESPONSE_TO_VIRUS	GO_DEFENSE_RESPONSE_TO_VIRUS	Details ...	208	-0.458298	-2.2930186	0.0	9.579779E-4	0.003	2514	tags=31%, list=14%, signal=36%	
GO_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	GO_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	Details ...	36	-0.6278049	-2.280605	0.0	7.983149E-4	0.003	3324	tags=56%, list=18%, signal=68%	
GO_INTERFERON_GAMMA_PRODUCTION	GO_INTERFERON_GAMMA_PRODUCTION	Details ...	94	-0.5056916	-2.229449	0.0	0.0026690355	0.012	3992	tags=49%, list=22%, signal=63%	
GO_INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY	GO_INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY	Details ...	83	-0.5096231	-2.2229695	0.0	0.0023354061	0.012	3533	tags=47%, list=20%, signal=58%	
GO_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	GO_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	Details ...	26	-0.66959697	-2.213384	0.0	0.002935853	0.017	3324	tags=65%, list=18%, signal=80%	
GO_RESPONSE_TO_VIRUS	GO_RESPONSE_TO_VIRUS	Details ...	285	-0.4320186	-2.208716	0.0	0.0029620428	0.019	3528	tags=35%, list=20%, signal=43%	
GO_DIOL_METABOLIC_PROCESS	GO_DIOL_METABOLIC_PROCESS	Details ...	22	-0.6800445	-2.1980486	0.0	0.003120508	0.022	4355	tags=64%, list=24%, signal=84%	
GO_NATURAL_KILLER_CELL_ACTIVATION	GO_NATURAL_KILLER_CELL_ACTIVATION	Details ...	56	-0.5445729	-2.1809046	0.0	0.004023745	0.03	3220	tags=46%, list=18%, signal=56%	
GO_CELLULAR_DEFENSE_RESPONSE	GO_CELLULAR_DEFENSE_RESPONSE	Details ...	45	-0.5729344	-2.1759074	0.0	0.0042029773	0.034	3937	tags=60%, list=22%, signal=77%	
GO_INTERLEUKIN_2_PRODUCTION	GO_INTERLEUKIN_2_PRODUCTION	Details ...	62	-0.5223857	-2.1661062	0.0	0.0041236673	0.036	3911	tags=42%, list=22%, signal=53%	
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION	GO_POSITIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION	Details ...	31	-0.62278616	-2.1506867	0.0	0.00459011	0.043	3911	tags=52%, list=22%, signal=66%	
GO_POSITIVE_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION	GO_POSITIVE_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION	Details ...	54	-0.5392456	-2.1353545	0.0	0.0051970193	0.052	3911	tags=56%, list=22%, signal=71%	
GO_SPHINGOID_METABOLIC_PROCESS	GO_SPHINGOID_METABOLIC_PROCESS	Details ...	16	-0.7268158	-2.1329815	0.0	0.0050809183	0.054	3180	tags=63%, list=18%, signal=76%	
GO_POSITIVE_REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS	GO_POSITIVE_REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS	Details ...	58	-0.52443296	-2.1318207	0.0	0.004884032	0.055	3911	tags=52%, list=22%, signal=66%	
GO_CELLULAR_RESPONSE_TO_INTERFERON_BETA	GO_CELLULAR_RESPONSE_TO_INTERFERON_BETA	Details ...	17	-0.70384794	-2.1295838	0.0	0.004793379	0.057	4316	tags=65%, list=24%, signal=85%	
GO_CELLULAR_RESPONSE_TO_VIRUS	GO_CELLULAR_RESPONSE_TO_VIRUS	Details ...	46	-0.5409455	-2.1259453	0.0	0.004633025	0.058	3029	tags=43%, list=17%, signal=52%	
GO_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN	GO_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN		63	-0.513467	-2.116512	0.0	0.0052455706	0.069	3494	tags=43%, list=19%, signal=53%	
GO_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	GO_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION		56	-0.5266237	-2.1127496	0.0	0.005148183	0.071	3677	tags=43%, list=20%, signal=54%	
GO_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	GO_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION		34	-0.5723959	-2.1052747	0.0	0.0055395765	0.079	2217	tags=38%, list=12%, signal=44%	
GO_POSITIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS	GO_POSITIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS		19	-0.6624025	-2.1021469	0.002538071	0.005505829	0.082	3304	tags=58%, list=18%, signal=71%	
GO_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GO_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE		84	-0.4776067	-2.1013649	0.0	0.0054097543	0.084	3533	tags=38%, list=20%, signal=47%	
GO_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	GO_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY		21	-0.65211457	-2.0919144	0.0	0.0056907283	0.092	3324	tags=62%, list=18%, signal=76%	
GO_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION	GO_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION		56	-0.5170228	-2.0900388	0.0	0.00571723	0.094	5722	tags=57%, list=32%, signal=83%	
GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY		97	-0.46666092	-2.080987	0.0	0.0062999777	0.107	3653	tags=41%, list=20%, signal=51%	
