NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GO_NUCLEAR_CHROMOSOME_SEGREGATION	GO_NUCLEAR_CHROMOSOME_SEGREGATION	Details ...	235	0.61246574	2.7948909	0.0	0.0	0.0	1512	tags=33%, list=8%, signal=36%	
GO_CHROMOSOME_SEGREGATION	GO_CHROMOSOME_SEGREGATION	Details ...	293	0.59461474	2.775622	0.0	0.0	0.0	1928	tags=33%, list=11%, signal=36%	
GO_DNA_PACKAGING	GO_DNA_PACKAGING	Details ...	159	0.6353695	2.7594106	0.0	0.0	0.0	2339	tags=43%, list=13%, signal=49%	
GO_DNA_CONFORMATION_CHANGE	GO_DNA_CONFORMATION_CHANGE	Details ...	269	0.5986878	2.7432647	0.0	0.0	0.0	2777	tags=40%, list=15%, signal=46%	
GO_DNA_DEPENDENT_DNA_REPLICATION	GO_DNA_DEPENDENT_DNA_REPLICATION	Details ...	143	0.6404842	2.740606	0.0	0.0	0.0	4317	tags=64%, list=24%, signal=83%	
GO_CHROMATIN_ASSEMBLY	GO_CHROMATIN_ASSEMBLY	Details ...	123	0.6524644	2.7364092	0.0	0.0	0.0	2339	tags=46%, list=13%, signal=52%	
GO_SISTER_CHROMATID_SEGREGATION	GO_SISTER_CHROMATID_SEGREGATION	Details ...	180	0.6174952	2.7309122	0.0	0.0	0.0	1512	tags=33%, list=8%, signal=36%	
GO_MITOTIC_SISTER_CHROMATID_SEGREGATION	GO_MITOTIC_SISTER_CHROMATID_SEGREGATION	Details ...	147	0.63711715	2.7305567	0.0	0.0	0.0	1512	tags=35%, list=8%, signal=38%	
GO_MEIOTIC_CELL_CYCLE_PROCESS	GO_MEIOTIC_CELL_CYCLE_PROCESS	Details ...	146	0.63035774	2.7273996	0.0	0.0	0.0	1725	tags=39%, list=9%, signal=43%	
GO_CHROMATIN_ASSEMBLY_OR_DISASSEMBLY	GO_CHROMATIN_ASSEMBLY_OR_DISASSEMBLY	Details ...	148	0.616022	2.6896133	0.0	0.0	0.0	2339	tags=39%, list=13%, signal=45%	
GO_CENTROMERE_COMPLEX_ASSEMBLY	GO_CENTROMERE_COMPLEX_ASSEMBLY	Details ...	49	0.74305654	2.6888847	0.0	0.0	0.0	2225	tags=59%, list=12%, signal=67%	
GO_NUCLEOSOME_ORGANIZATION	GO_NUCLEOSOME_ORGANIZATION	Details ...	138	0.6247516	2.6815367	0.0	0.0	0.0	3267	tags=46%, list=18%, signal=55%	
GO_CHROMATIN_REMODELING_AT_CENTROMERE	GO_CHROMATIN_REMODELING_AT_CENTROMERE	Details ...	41	0.77171236	2.668496	0.0	0.0	0.0	2225	tags=66%, list=12%, signal=75%	
GO_DNA_REPLICATION_INDEPENDENT_NUCLEOSOME_ORGANIZATION	GO_DNA_REPLICATION_INDEPENDENT_NUCLEOSOME_ORGANIZATION	Details ...	48	0.7384602	2.65176	0.0	0.0	0.0	2225	tags=54%, list=12%, signal=62%	
GO_CELL_CYCLE_DNA_REPLICATION	GO_CELL_CYCLE_DNA_REPLICATION	Details ...	63	0.69569135	2.6383665	0.0	0.0	0.0	2665	tags=60%, list=15%, signal=70%	
GO_HISTONE_EXCHANGE	GO_HISTONE_EXCHANGE	Details ...	49	0.71628094	2.6315827	0.0	0.0	0.0	3224	tags=61%, list=18%, signal=74%	
GO_MEIOTIC_CELL_CYCLE	GO_MEIOTIC_CELL_CYCLE	Details ...	190	0.59256816	2.6289425	0.0	0.0	0.0	1894	tags=36%, list=10%, signal=40%	
GO_MITOTIC_NUCLEAR_DIVISION	GO_MITOTIC_NUCLEAR_DIVISION	Details ...	253	0.5731562	2.6176963	0.0	0.0	0.0	1512	tags=29%, list=8%, signal=31%	
