NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GO_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL	GO_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL	Details ...	33	-0.6939214	-2.3083339	0.0	9.5230585E-4	0.001	2919	tags=55%, list=15%, signal=64%	
GO_MULTICELLULAR_ORGANISMAL_SIGNALING	GO_MULTICELLULAR_ORGANISMAL_SIGNALING	Details ...	172	-0.5208475	-2.2979898	0.0	4.7615293E-4	0.001	4190	tags=47%, list=22%, signal=59%	
GO_AXONEME_ASSEMBLY	GO_AXONEME_ASSEMBLY	Details ...	56	-0.6084312	-2.2644448	0.0	6.434811E-4	0.002	3558	tags=50%, list=19%, signal=61%	
GO_ACTION_POTENTIAL	GO_ACTION_POTENTIAL	Details ...	115	-0.5275586	-2.2135067	0.0	0.0016914008	0.007	4307	tags=48%, list=23%, signal=62%	
GO_CARDIAC_CONDUCTION	GO_CARDIAC_CONDUCTION	Details ...	125	-0.50959057	-2.1528828	0.0	0.0032955192	0.017	3996	tags=43%, list=21%, signal=54%	
GO_TRANSMISSION_OF_NERVE_IMPULSE	GO_TRANSMISSION_OF_NERVE_IMPULSE	Details ...	55	-0.57586855	-2.123252	0.0	0.0045355717	0.028	4307	tags=56%, list=23%, signal=73%	
GO_MEMBRANE_DEPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	GO_MEMBRANE_DEPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	Details ...	21	-0.70611584	-2.1203537	0.0	0.0041660722	0.03	2919	tags=62%, list=15%, signal=73%	
GO_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION	GO_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION	Details ...	37	-0.61906135	-2.1179092	0.0	0.0036453132	0.03	2919	tags=49%, list=15%, signal=57%	
GO_CARDIAC_MUSCLE_CELL_CONTRACTION	GO_CARDIAC_MUSCLE_CELL_CONTRACTION	Details ...	65	-0.5454585	-2.0884724	0.0	0.0052908575	0.049	3350	tags=42%, list=18%, signal=50%	
GO_CELL_COMMUNICATION_INVOLVED_IN_CARDIAC_CONDUCTION	GO_CELL_COMMUNICATION_INVOLVED_IN_CARDIAC_CONDUCTION	Details ...	52	-0.580512	-2.0868266	0.0	0.0048579117	0.05	3350	tags=44%, list=18%, signal=54%	
GO_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	GO_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	Details ...	64	-0.5458994	-2.0758314	0.0	0.0050307126	0.056	4190	tags=47%, list=22%, signal=60%	
GO_REGULATION_OF_HEART_RATE	GO_REGULATION_OF_HEART_RATE	Details ...	84	-0.5166251	-2.0654645	0.0	0.0050177467	0.061	2919	tags=38%, list=15%, signal=45%	
GO_SODIUM_ION_HOMEOSTASIS	GO_SODIUM_ION_HOMEOSTASIS	Details ...	41	-0.5969167	-2.0593204	0.0	0.0051562907	0.067	2021	tags=37%, list=11%, signal=41%	
GO_NEGATIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT	GO_NEGATIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT	Details ...	108	-0.4945372	-2.056038	0.0	0.005203161	0.073	4204	tags=43%, list=22%, signal=54%	
GO_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL_INVOLVED_IN_CONTRACTION	GO_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL_INVOLVED_IN_CONTRACTION	Details ...	48	-0.5837678	-2.0558193	0.0	0.004856284	0.073	3926	tags=50%, list=21%, signal=63%	
GO_AXONEMAL_DYNEIN_COMPLEX_ASSEMBLY	GO_AXONEMAL_DYNEIN_COMPLEX_ASSEMBLY	Details ...	25	-0.66168386	-2.045437	0.0	0.005038653	0.079	2344	tags=52%, list=12%, signal=59%	
GO_RENAL_SYSTEM_PROCESS	GO_RENAL_SYSTEM_PROCESS	Details ...	107	-0.4971711	-2.0422595	0.0	0.005027291	0.082	3907	tags=39%, list=21%, signal=49%	
GO_CILIUM_MOVEMENT	GO_CILIUM_MOVEMENT	Details ...	65	-0.5297311	-2.033903	0.0	0.005882026	0.1	3632	tags=48%, list=19%, signal=59%	
GO_MEMBRANE_REPOLARIZATION	GO_MEMBRANE_REPOLARIZATION	Details ...	41	-0.5854821	-2.0254521	0.0	0.0065950095	0.117	3996	tags=51%, list=21%, signal=65%	
GO_CELL_CELL_SIGNALING_INVOLVED_IN_CARDIAC_CONDUCTION	GO_CELL_CELL_SIGNALING_INVOLVED_IN_CARDIAC_CONDUCTION	Details ...	29	-0.6309604	-2.025301	0.0	0.0062652593	0.117	3808	tags=59%, list=20%, signal=73%	
GO_NEGATIVE_REGULATION_OF_AMINE_TRANSPORT	GO_NEGATIVE_REGULATION_OF_AMINE_TRANSPORT		18	-0.6878923	-1.9871695	0.0017574693	0.01063748	0.198	2742	tags=50%, list=14%, signal=58%	
GO_REGULATION_OF_POSITIVE_CHEMOTAXIS	GO_REGULATION_OF_POSITIVE_CHEMOTAXIS		25	-0.6345497	-1.9717028	0.0	0.013415629	0.258	4069	tags=64%, list=21%, signal=81%	
GO_EXTRACELLULAR_TRANSPORT	GO_EXTRACELLULAR_TRANSPORT		28	-0.61352247	-1.9554347	0.0	0.016040798	0.314	3632	tags=57%, list=19%, signal=71%	
GO_REGULATION_OF_MEMBRANE_POTENTIAL	GO_REGULATION_OF_MEMBRANE_POTENTIAL		364	-0.4112364	-1.9441006	0.0	0.018203257	0.358	4190	tags=37%, list=22%, signal=47%	
GO_MUSCLE_CONTRACTION	GO_MUSCLE_CONTRACTION		310	-0.41395372	-1.9425892	0.0	0.01797957	0.367	4074	tags=35%, list=21%, signal=44%	
GO_EXPORT_ACROSS_PLASMA_MEMBRANE	GO_EXPORT_ACROSS_PLASMA_MEMBRANE		41	-0.5682636	-1.9353063	0.0016556291	0.019455532	0.408	4284	tags=54%, list=23%, signal=69%	
GO_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS	GO_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS		242	-0.42314738	-1.9331125	0.0	0.019234706	0.415	5288	tags=46%, list=28%, signal=63%	
GO_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION	GO_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION		33	-0.57833225	-1.9278754	0.0	0.020315384	0.447	3996	tags=48%, list=21%, signal=61%	
GO_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC	GO_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC		89	-0.48284292	-1.9278277	0.0	0.01964838	0.447	4717	tags=46%, list=25%, signal=61%	
GO_OVULATION_CYCLE_PROCESS	GO_OVULATION_CYCLE_PROCESS		40	-0.5580671	-1.9208986	0.0	0.02083893	0.482	2824	tags=40%, list=15%, signal=47%	
GO_CARDIAC_MUSCLE_CONTRACTION	GO_CARDIAC_MUSCLE_CONTRACTION		119	-0.4644217	-1.9192702	0.0	0.0204818	0.484	4074	tags=39%, list=21%, signal=49%	
GO_REGULATION_OF_TRANSPORTER_ACTIVITY	GO_REGULATION_OF_TRANSPORTER_ACTIVITY		246	-0.41867128	-1.9153578	0.0	0.021117646	0.507	4109	tags=38%, list=22%, signal=48%	
GO_INTRACILIARY_TRANSPORT	GO_INTRACILIARY_TRANSPORT		52	-0.52714306	-1.9095098	0.0	0.022100039	0.536	4172	tags=44%, list=22%, signal=57%	
GO_NEGATIVE_REGULATION_OF_LOCOMOTION	GO_NEGATIVE_REGULATION_OF_LOCOMOTION		298	-0.40643242	-1.899456	0.0	0.02470119	0.588	4619	tags=37%, list=24%, signal=48%	
