NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GO_ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY	GO_ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY	Details ...	34	-0.60389656	-2.126502	0.0	0.030705782	0.036	2047	tags=35%, list=10%, signal=39%	
GO_CELLULAR_AMINO_ACID_CATABOLIC_PROCESS	GO_CELLULAR_AMINO_ACID_CATABOLIC_PROCESS	Details ...	83	-0.50347286	-2.0939991	0.0	0.02558727	0.058	4624	tags=42%, list=22%, signal=54%	
GO_ORGANIC_ACID_CATABOLIC_PROCESS	GO_ORGANIC_ACID_CATABOLIC_PROCESS	Details ...	242	-0.4102516	-1.9838417	0.0	0.10016271	0.29	3092	tags=27%, list=15%, signal=32%	
GO_FATTY_ACID_CATABOLIC_PROCESS	GO_FATTY_ACID_CATABOLIC_PROCESS	Details ...	100	-0.4693712	-1.979917	0.0	0.079567716	0.303	3092	tags=33%, list=15%, signal=39%	
GO_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS	GO_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS	Details ...	118	-0.4489968	-1.9712913	0.0	0.07167119	0.333	3092	tags=31%, list=15%, signal=37%	
GO_LIPID_OXIDATION	GO_LIPID_OXIDATION	Details ...	98	-0.453685	-1.9436939	0.0	0.086234406	0.443	3092	tags=31%, list=15%, signal=36%	
GO_REGULATION_OF_VASCULAR_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	GO_REGULATION_OF_VASCULAR_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	Details ...	15	-0.68959045	-1.9153429	0.002008032	0.10786401	0.582	3798	tags=53%, list=18%, signal=65%	
GO_REGULATION_OF_MEMBRANE_REPOLARIZATION	GO_REGULATION_OF_MEMBRANE_REPOLARIZATION	Details ...	31	-0.5521392	-1.8518475	0.002074689	0.20511994	0.857	3610	tags=42%, list=18%, signal=51%	
GO_GLUTAMINE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS	GO_GLUTAMINE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS	Details ...	26	-0.5631861	-1.8301619	0.002004008	0.2353391	0.908	1501	tags=31%, list=7%, signal=33%	
GO_BRANCHED_CHAIN_AMINO_ACID_CATABOLIC_PROCESS	GO_BRANCHED_CHAIN_AMINO_ACID_CATABOLIC_PROCESS	Details ...	19	-0.6044234	-1.8224757	0.0	0.23068227	0.924	3683	tags=53%, list=18%, signal=64%	
GO_LIPID_MODIFICATION	GO_LIPID_MODIFICATION	Details ...	228	-0.3752748	-1.8175818	0.0	0.22134909	0.934	3946	tags=30%, list=19%, signal=37%	
GO_GAMMA_AMINOBUTYRIC_ACID_SIGNALING_PATHWAY	GO_GAMMA_AMINOBUTYRIC_ACID_SIGNALING_PATHWAY	Details ...	21	-0.5891789	-1.8080544	0.0	0.22354916	0.952	3676	tags=52%, list=18%, signal=64%	
GO_ENDOTHELIUM_DEVELOPMENT	GO_ENDOTHELIUM_DEVELOPMENT	Details ...	112	-0.4142921	-1.8070983	0.0	0.20923701	0.953	5249	tags=46%, list=26%, signal=62%	
GO_ADIPOSE_TISSUE_DEVELOPMENT	GO_ADIPOSE_TISSUE_DEVELOPMENT	Details ...	39	-0.50324374	-1.7785069	0.002079002	0.2675486	0.99	3556	tags=31%, list=17%, signal=37%	
GO_BLOOD_VESSEL_ENDOTHELIAL_CELL_PROLIFERATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	GO_BLOOD_VESSEL_ENDOTHELIAL_CELL_PROLIFERATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	Details ...	23	-0.56381977	-1.771729	0.004149378	0.26712045	0.99	3151	tags=52%, list=15%, signal=62%	
GO_CELL_FATE_DETERMINATION	GO_CELL_FATE_DETERMINATION	Details ...	33	-0.5141357	-1.7564069	0.008298756	0.2904301	0.993	4282	tags=45%, list=21%, signal=57%	
GO_MEMBRANE_REPOLARIZATION	GO_MEMBRANE_REPOLARIZATION	Details ...	42	-0.47609937	-1.7335825	0.003960396	0.34074286	1.0	3610	tags=36%, list=18%, signal=43%	
GO_REGULATION_OF_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION	GO_REGULATION_OF_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION	Details ...	24	-0.55416954	-1.7326888	0.00589391	0.32484645	1.0	3610	tags=42%, list=18%, signal=50%	
GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_CIRCULATORY_RENIN_ANGIOTENSIN	GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_CIRCULATORY_RENIN_ANGIOTENSIN	Details ...	18	-0.58586997	-1.7221428	0.012145749	0.3424229	1.0	2445	tags=44%, list=12%, signal=50%	
GO_VASCULAR_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	GO_VASCULAR_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	Details ...	26	-0.5291579	-1.720747	0.0063157897	0.32954133	1.0	5831	tags=58%, list=28%, signal=80%	
GO_FATTY_ACID_BETA_OXIDATION	GO_FATTY_ACID_BETA_OXIDATION		71	-0.43234363	-1.718999	0.0	0.3185991	1.0	3092	tags=31%, list=15%, signal=36%	
GO_RENAL_SODIUM_EXCRETION	GO_RENAL_SODIUM_EXCRETION		19	-0.5742112	-1.7005361	0.008213553	0.3598794	1.0	1563	tags=32%, list=8%, signal=34%	
GO_RENAL_WATER_HOMEOSTASIS	GO_RENAL_WATER_HOMEOSTASIS		33	-0.49698082	-1.699437	0.002020202	0.34820554	1.0	3605	tags=36%, list=18%, signal=44%	
